name,type,maxLevel,league,tier,level,partsForUpgrade,softForUpgrade,timeForUpgrade,allPartOnLevel,bonusHealth,bonusStrength,bonusDefense,bonusPenetration,passive
,,,,,19,60,40000,0,433,,,307,102,"При получении урона получает бафф ""-Х% входящий урон"" на Y секунд. Кулдаун"
,,,,,20,70,45000,0,503,,,315,105,"При получении урона получает бафф ""-Х% входящий урон"" на Y секунд. Кулдаун"
"Броня 2, тир 3",ARMOR,20,4,3,1,,,,,92,,165,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,2,1,9000,0,1,96,,173,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,3,2,10000,0,3,101,,181,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,4,4,11000,0,7,105,,189,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,5,6,12000,0,13,109,,197,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,6,8,13000,0,21,114,,205,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,7,10,14000,0,31,118,,213,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,8,12,15000,0,43,123,,221,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,9,14,16000,0,57,127,,228,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,10,16,17500,0,73,131,,236,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,11,20,20000,0,93,136,,244,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,12,25,22500,0,118,140,,252,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,13,30,25000,0,148,144,,260,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,14,35,27500,0,183,149,,268,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,15,40,30000,0,223,153,,276,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,16,45,32500,0,268,158,,284,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,17,50,35000,0,318,162,,291,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,18,55,37500,0,373,166,,299,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,19,60,40000,0,433,171,,307,,Возвращает назад Х% от полученного урона (от базовых атак)
,,,,,20,70,45000,0,503,175,,315,,Возвращает назад Х% от полученного урона (от базовых атак)
"Броня 1, тир 4",ARMOR,10,5,4,1,,,,,116,,209,70,Получение базовой атаки от персонажа накладывает на него замедление на Х% на 1 секунду
,,,,,2,1,22500,0,1,120,,216,72,Получение базовой атаки от персонажа накладывает на него замедление на Х% на 1 секунду
,,,,,3,2,25000,0,3,124,,223,74,Получение базовой атаки от персонажа накладывает на него замедление на Х% на 1 секунду
,,,,,4,4,27500,0,7,128,,230,77,Получение базовой атаки от персонажа накладывает на него замедление на Х% на 1 секунду
,,,,,5,6,30000,0,13,131,,236,79,Получение базовой атаки от персонажа накладывает на него замедление на Х% на 1 секунду
,,,,,6,8,32500,0,21,135,,243,81,Получение базовой атаки от персонажа накладывает на него замедление на Х% на 1 секунду
,,,,,7,10,35000,0,31,139,,250,83,Получение базовой атаки от персонажа накладывает на него замедление на Х% на 1 секунду
,,,,,8,12,37500,0,43,143,,257,86,Получение базовой атаки от персонажа накладывает на него замедление на Х% на 1 секунду
,,,,,9,14,40000,0,57,146,,263,88,Получение базовой атаки от персонажа накладывает на него замедление на Х% на 1 секунду
,,,,,10,16,45000,0,73,150,,270,90,Получение базовой атаки от персонажа накладывает на него замедление на Х% на 1 секунду
"Штаны 1, тир 1",PANTS,40,2,1,1,,,,,15,,,,
,,,,,2,1,100,0,1,30,,,,
,,,,,3,2,200,0,3,45,,,,
,,,,,4,4,400,0,7,60,,,,
,,,,,5,6,600,0,13,75,,,,
,,,,,6,8,800,0,21,90,,,,
,,,,,7,10,1000,0,31,105,,,,
,,,,,8,12,1200,0,43,120,,,,
,,,,,9,14,1400,0,57,135,,,,
,,,,,10,16,1600,0,73,150,,,,
,,,,,11,20,2000,0,93,165,,,,
,,,,,12,25,2500,0,118,180,,,,
,,,,,13,30,3000,0,148,195,,,,
,,,,,14,35,3500,0,183,210,,,,
,,,,,15,40,4000,0,223,225,,,,
,,,,,16,45,4500,0,268,240,,,,
,,,,,17,50,5000,0,318,255,,,,
,,,,,18,55,5500,0,373,270,,,,
,,,,,19,60,6000,0,433,285,,,,
,,,,,20,70,7000,0,503,300,,,,
,,,,,21,80,8000,0,583,315,,,,
,,,,,22,90,9000,0,673,330,,,,
,,,,,23,100,10000,0,773,345,,,,
,,,,,24,110,11000,0,883,360,,,,
,,,,,25,120,12000,0,1003,375,,,,
,,,,,26,130,13000,0,1133,390,,,,
,,,,,27,140,14000,0,1273,405,,,,
,,,,,28,150,15000,0,1423,420,,,,
,,,,,29,160,16000,0,1583,435,,,,
,,,,,30,175,17500,0,1758,450,,,,
,,,,,31,200,20000,0,1958,465,,,,
,,,,,32,225,22500,0,2183,480,,,,
,,,,,33,250,25000,0,2433,495,,,,
,,,,,34,275,27500,0,2708,510,,,,
,,,,,35,300,30000,0,3008,525,,,,
,,,,,36,325,32500,0,3333,540,,,,
,,,,,37,350,35000,0,3683,555,,,,
,,,,,38,375,37500,0,4058,570,,,,
,,,,,39,400,40000,0,4458,585,,,,
,,,,,40,450,45000,0,4908,600,,,,
"Штаны 2, тир 1",PANTS,40,2,1,1,,,,,11,2,,,
,,,,,2,1,100,0,1,23,5,,,
,,,,,3,2,200,0,3,34,7,,,
,,,,,4,4,400,0,7,45,9,,,
,,,,,5,6,600,0,13,56,11,,,
,,,,,6,8,800,0,21,68,14,,,
,,,,,7,10,1000,0,31,79,16,,,
,,,,,8,12,1200,0,43,90,18,,,
,,,,,9,14,1400,0,57,101,20,,,
,,,,,10,16,1600,0,73,113,23,,,
,,,,,11,20,2000,0,93,124,25,,,
,,,,,12,25,2500,0,118,135,27,,,
,,,,,13,30,3000,0,148,146,29,,,
,,,,,14,35,3500,0,183,158,32,,,
,,,,,15,40,4000,0,223,169,34,,,
,,,,,16,45,4500,0,268,180,36,,,
,,,,,17,50,5000,0,318,191,38,,,
,,,,,18,55,5500,0,373,203,41,,,
,,,,,19,60,6000,0,433,214,43,,,
,,,,,20,70,7000,0,503,225,45,,,
,,,,,21,80,8000,0,583,236,47,,,
,,,,,22,90,9000,0,673,248,50,,,
,,,,,23,100,10000,0,773,259,52,,,
,,,,,24,110,11000,0,883,270,54,,,
,,,,,25,120,12000,0,1003,281,56,,,
,,,,,26,130,13000,0,1133,293,59,,,
,,,,,27,140,14000,0,1273,304,61,,,
,,,,,28,150,15000,0,1423,315,63,,,
,,,,,29,160,16000,0,1583,326,65,,,
,,,,,30,175,17500,0,1758,338,68,,,
,,,,,31,200,20000,0,1958,349,70,,,
,,,,,32,225,22500,0,2183,360,72,,,
,,,,,33,250,25000,0,2433,371,74,,,
,,,,,34,275,27500,0,2708,383,77,,,
,,,,,35,300,30000,0,3008,394,79,,,
,,,,,36,325,32500,0,3333,405,81,,,
,,,,,37,350,35000,0,3683,416,83,,,
,,,,,38,375,37500,0,4058,428,86,,,
,,,,,39,400,40000,0,4458,439,88,,,
,,,,,40,450,45000,0,4908,450,90,,,
"Штаны 3, тир 1",PANTS,40,2,1,1,,,,,11,,2,,
,,,,,2,1,100,0,1,23,,5,,
,,,,,3,2,200,0,3,34,,7,,
,,,,,4,4,400,0,7,45,,9,,
,,,,,5,6,600,0,13,56,,11,,
,,,,,6,8,800,0,21,68,,14,,
,,,,,7,10,1000,0,31,79,,16,,
,,,,,8,12,1200,0,43,90,,18,,
,,,,,9,14,1400,0,57,101,,20,,
,,,,,10,16,1600,0,73,113,,23,,
,,,,,11,20,2000,0,93,124,,25,,
,,,,,12,25,2500,0,118,135,,27,,
,,,,,13,30,3000,0,148,146,,29,,
,,,,,14,35,3500,0,183,158,,32,,
,,,,,15,40,4000,0,223,169,,34,,
,,,,,16,45,4500,0,268,180,,36,,
,,,,,17,50,5000,0,318,191,,38,,
,,,,,18,55,5500,0,373,203,,41,,
,,,,,19,60,6000,0,433,214,,43,,
,,,,,20,70,7000,0,503,225,,45,,
,,,,,21,80,8000,0,583,236,,47,,
,,,,,22,90,9000,0,673,248,,50,,
,,,,,23,100,10000,0,773,259,,52,,
,,,,,24,110,11000,0,883,270,,54,,
,,,,,25,120,12000,0,1003,281,,56,,
,,,,,26,130,13000,0,1133,293,,59,,
,,,,,27,140,14000,0,1273,304,,61,,
,,,,,28,150,15000,0,1423,315,,63,,
,,,,,29,160,16000,0,1583,326,,65,,
,,,,,30,175,17500,0,1758,338,,68,,
,,,,,31,200,20000,0,1958,349,,70,,
,,,,,32,225,22500,0,2183,360,,72,,
,,,,,33,250,25000,0,2433,371,,74,,
,,,,,34,275,27500,0,2708,383,,77,,
,,,,,35,300,30000,0,3008,394,,79,,
,,,,,36,325,32500,0,3333,405,,81,,
,,,,,37,350,35000,0,3683,416,,83,,
,,,,,38,375,37500,0,4058,428,,86,,
,,,,,39,400,40000,0,4458,439,,88,,
,,,,,40,450,45000,0,4908,450,,90,,
"Штаны 1, тир 2",PANTS,30,2,2,1,,,,,179,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,2,1,2500,0,1,195,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,3,2,3000,0,3,211,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,4,4,3500,0,7,228,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,5,6,4000,0,13,244,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,6,8,4500,0,21,260,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,7,10,5000,0,31,276,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,8,12,5500,0,43,293,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,9,14,6000,0,57,309,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,10,16,7000,0,73,325,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,11,20,8000,0,93,341,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,12,25,9000,0,118,358,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,13,30,10000,0,148,374,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,14,35,11000,0,183,390,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,15,40,12000,0,223,406,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,16,45,13000,0,268,423,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,17,50,14000,0,318,439,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,18,55,15000,0,373,455,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,19,60,16000,0,433,471,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,20,70,17500,0,503,488,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,21,80,20000,0,583,504,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,22,90,22500,0,673,520,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,23,100,25000,0,773,536,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,24,110,27500,0,883,553,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,25,120,30000,0,1003,569,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,26,130,32500,0,1133,585,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,27,140,35000,0,1273,601,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,28,150,37500,0,1423,618,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,29,160,40000,0,1583,634,,,,Повышает защиту на X% всем союзникам в радиусе
,,,,,30,175,45000,0,1758,650,,,,Повышает защиту на X% всем союзникам в радиусе
"Штаны 2, тир 2",PANTS,30,3,2,1,,,,,134,27,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,2,1,2500,0,1,146,29,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,3,2,3000,0,3,158,32,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,4,4,3500,0,7,171,34,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,5,6,4000,0,13,183,37,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,6,8,4500,0,21,195,39,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,7,10,5000,0,31,207,41,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,8,12,5500,0,43,219,44,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,9,14,6000,0,57,232,46,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,10,16,7000,0,73,244,49,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,11,20,8000,0,93,256,51,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,12,25,9000,0,118,268,54,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,13,30,10000,0,148,280,56,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,14,35,11000,0,183,293,59,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,15,40,12000,0,223,305,61,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,16,45,13000,0,268,317,63,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,17,50,14000,0,318,329,66,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,18,55,15000,0,373,341,68,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,19,60,16000,0,433,353,71,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,20,70,17500,0,503,366,73,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,21,80,20000,0,583,378,76,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,22,90,22500,0,673,390,78,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,23,100,25000,0,773,402,80,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,24,110,27500,0,883,414,83,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,25,120,30000,0,1003,427,85,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,26,130,32500,0,1133,439,88,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,27,140,35000,0,1273,451,90,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,28,150,37500,0,1423,463,93,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,29,160,40000,0,1583,475,95,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
,,,,,30,175,45000,0,1758,488,98,,,Снижает урон от попадания в себя следующего скилла на Х%. Кулдаун.
"Штаны 3, тир 2",PANTS,30,4,2,1,,,,,134,,107,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,2,1,2500,0,1,146,,117,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,3,2,3000,0,3,158,,127,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,4,4,3500,0,7,171,,137,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,5,6,4000,0,13,183,,146,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,6,8,4500,0,21,195,,156,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,7,10,5000,0,31,207,,166,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,8,12,5500,0,43,219,,176,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,9,14,6000,0,57,232,,185,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,10,16,7000,0,73,244,,195,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,11,20,8000,0,93,256,,205,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,12,25,9000,0,118,268,,215,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,13,30,10000,0,148,280,,224,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,14,35,11000,0,183,293,,234,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,15,40,12000,0,223,305,,244,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,16,45,13000,0,268,317,,254,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,17,50,14000,0,318,329,,263,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,18,55,15000,0,373,341,,273,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,19,60,16000,0,433,353,,283,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,20,70,17500,0,503,366,,293,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,21,80,20000,0,583,378,,302,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,22,90,22500,0,673,390,,312,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,23,100,25000,0,773,402,,322,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,24,110,27500,0,883,414,,332,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,25,120,30000,0,1003,427,,341,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,26,130,32500,0,1133,439,,351,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,27,140,35000,0,1273,451,,361,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,28,150,37500,0,1423,463,,371,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,29,160,40000,0,1583,475,,380,,Применение заклинания понижает защиту противников на Х% на Y секунд
,,,,,30,175,45000,0,1758,488,,390,,Применение заклинания понижает защиту противников на Х% на Y секунд
"Штаны 1, тир 3",PANTS,20,3,3,1,,,,,276,55,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,2,1,9000,0,1,289,58,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,3,2,10000,0,3,302,60,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,4,4,11000,0,7,315,63,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,5,6,12000,0,13,328,66,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,6,8,13000,0,21,341,68,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,7,10,14000,0,31,354,71,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,8,12,15000,0,43,368,74,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,9,14,16000,0,57,381,76,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,10,16,17500,0,73,394,79,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,11,20,20000,0,93,407,81,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,12,25,22500,0,118,420,84,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,13,30,25000,0,148,433,87,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,14,35,27500,0,183,446,89,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,15,40,30000,0,223,459,92,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,16,45,32500,0,268,473,95,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,17,50,35000,0,318,486,97,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,18,55,37500,0,373,499,100,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,19,60,40000,0,433,512,102,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
,,,,,20,70,45000,0,503,525,105,,,При получении урона Y% от него переносится в DoT-эффект на 3 секунды
"Штаны 2, тир 3",PANTS,20,4,3,1,,,,,276,,165,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,2,1,9000,0,1,289,,173,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,3,2,10000,0,3,302,,181,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,4,4,11000,0,7,315,,189,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,5,6,12000,0,13,328,,197,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,6,8,13000,0,21,341,,205,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,7,10,14000,0,31,354,,213,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,8,12,15000,0,43,368,,221,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,9,14,16000,0,57,381,,228,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,10,16,17500,0,73,394,,236,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,11,20,20000,0,93,407,,244,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,12,25,22500,0,118,420,,252,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,13,30,25000,0,148,433,,260,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,14,35,27500,0,183,446,,268,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,15,40,30000,0,223,459,,276,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,16,45,32500,0,268,473,,284,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,17,50,35000,0,318,486,,291,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,18,55,37500,0,373,499,,299,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,19,60,40000,0,433,512,,307,,Снижает получаемый урон от скиллов от одного источника на Х%
,,,,,20,70,45000,0,503,525,,315,,Снижает получаемый урон от скиллов от одного источника на Х%
"Штаны 1, тир 4",PANTS,10,5,4,1,,,,,349,70,70,,"Дает специальный щит, полностью блокирующий действие первого попавшего вражеского скилла. Кулдаун"
,,,,,2,1,22500,0,1,360,72,72,,"Дает специальный щит, полностью блокирующий действие первого попавшего вражеского скилла. Кулдаун"
,,,,,3,2,25000,0,3,371,74,74,,"Дает специальный щит, полностью блокирующий действие первого попавшего вражеского скилла. Кулдаун"
,,,,,4,4,27500,0,7,383,77,77,,"Дает специальный щит, полностью блокирующий действие первого попавшего вражеского скилла. Кулдаун"
,,,,,5,6,30000,0,13,394,79,79,,"Дает специальный щит, полностью блокирующий действие первого попавшего вражеского скилла. Кулдаун"
,,,,,6,8,32500,0,21,405,81,81,,"Дает специальный щит, полностью блокирующий действие первого попавшего вражеского скилла. Кулдаун"
,,,,,7,10,35000,0,31,416,83,83,,"Дает специальный щит, полностью блокирующий действие первого попавшего вражеского скилла. Кулдаун"
,,,,,8,12,37500,0,43,428,86,86,,"Дает специальный щит, полностью блокирующий действие первого попавшего вражеского скилла. Кулдаун"
,,,,,9,14,40000,0,57,439,88,88,,"Дает специальный щит, полностью блокирующий действие первого попавшего вражеского скилла. Кулдаун"
,,,,,10,16,45000,0,73,450,90,90,,"Дает специальный щит, полностью блокирующий действие первого попавшего вражеского скилла. Кулдаун"
"Перчатки 1, тир 1",GLOVES,40,3,1,1,,,,,,,,9,
,,,,,2,1,100,0,1,,,,18,
,,,,,3,2,200,0,3,,,,27,
,,,,,4,4,400,0,7,,,,36,
,,,,,5,6,600,0,13,,,,45,
,,,,,6,8,800,0,21,,,,54,
,,,,,7,10,1000,0,31,,,,63,
,,,,,8,12,1200,0,43,,,,72,
,,,,,9,14,1400,0,57,,,,81,
,,,,,10,16,1600,0,73,,,,90,
,,,,,11,20,2000,0,93,,,,99,
,,,,,12,25,2500,0,118,,,,108,
,,,,,13,30,3000,0,148,,,,117,
,,,,,14,35,3500,0,183,,,,126,
,,,,,15,40,4000,0,223,,,,135,
,,,,,16,45,4500,0,268,,,,144,
,,,,,17,50,5000,0,318,,,,153,
,,,,,18,55,5500,0,373,,,,162,
,,,,,19,60,6000,0,433,,,,171,
,,,,,20,70,7000,0,503,,,,180,
,,,,,21,80,8000,0,583,,,,189,
,,,,,22,90,9000,0,673,,,,198,
,,,,,23,100,10000,0,773,,,,207,
,,,,,24,110,11000,0,883,,,,216,
,,,,,25,120,12000,0,1003,,,,225,
,,,,,26,130,13000,0,1133,,,,234,
,,,,,27,140,14000,0,1273,,,,243,
,,,,,28,150,15000,0,1423,,,,252,
,,,,,29,160,16000,0,1583,,,,261,
,,,,,30,175,17500,0,1758,,,,270,
,,,,,31,200,20000,0,1958,,,,279,
,,,,,32,225,22500,0,2183,,,,288,
,,,,,33,250,25000,0,2433,,,,297,
,,,,,34,275,27500,0,2708,,,,306,
,,,,,35,300,30000,0,3008,,,,315,
,,,,,36,325,32500,0,3333,,,,324,
,,,,,37,350,35000,0,3683,,,,333,
,,,,,38,375,37500,0,4058,,,,342,
,,,,,39,400,40000,0,4458,,,,351,
,,,,,40,450,45000,0,4908,,,,360,
"Перчатки 2, тир 1",GLOVES,40,3,1,1,,,,,,7,,7,
,,,,,2,1,100,0,1,,14,,14,
,,,,,3,2,200,0,3,,20,,20,
,,,,,4,4,400,0,7,,27,,27,
,,,,,5,6,600,0,13,,34,,34,
,,,,,6,8,800,0,21,,41,,41,
,,,,,7,10,1000,0,31,,47,,47,
,,,,,8,12,1200,0,43,,54,,54,
,,,,,9,14,1400,0,57,,61,,61,
,,,,,10,16,1600,0,73,,68,,68,
,,,,,11,20,2000,0,93,,74,,74,
,,,,,12,25,2500,0,118,,81,,81,
,,,,,13,30,3000,0,148,,88,,88,
,,,,,14,35,3500,0,183,,95,,95,
,,,,,15,40,4000,0,223,,101,,101,
,,,,,16,45,4500,0,268,,108,,108,
,,,,,17,50,5000,0,318,,115,,115,
,,,,,18,55,5500,0,373,,122,,122,
,,,,,19,60,6000,0,433,,128,,128,
,,,,,20,70,7000,0,503,,135,,135,
,,,,,21,80,8000,0,583,,142,,142,
,,,,,22,90,9000,0,673,,149,,149,
,,,,,23,100,10000,0,773,,155,,155,
,,,,,24,110,11000,0,883,,162,,162,
,,,,,25,120,12000,0,1003,,169,,169,
,,,,,26,130,13000,0,1133,,176,,176,
,,,,,27,140,14000,0,1273,,182,,182,
,,,,,28,150,15000,0,1423,,189,,189,
,,,,,29,160,16000,0,1583,,196,,196,
,,,,,30,175,17500,0,1758,,203,,203,
,,,,,31,200,20000,0,1958,,209,,209,
,,,,,32,225,22500,0,2183,,216,,216,
,,,,,33,250,25000,0,2433,,223,,223,
,,,,,34,275,27500,0,2708,,230,,230,
,,,,,35,300,30000,0,3008,,236,,236,
,,,,,36,325,32500,0,3333,,243,,243,
,,,,,37,350,35000,0,3683,,250,,250,
,,,,,38,375,37500,0,4058,,257,,257,
,,,,,39,400,40000,0,4458,,263,,263,
,,,,,40,450,45000,0,4908,,90,,270,
"Перчатки 3, тир 1",GLOVES,40,3,1,1,,,,,,,2,7,
,,,,,2,1,100,0,1,,,5,14,
,,,,,3,2,200,0,3,,,7,20,
,,,,,4,4,400,0,7,,,9,27,
,,,,,5,6,600,0,13,,,11,34,
,,,,,6,8,800,0,21,,,14,41,
,,,,,7,10,1000,0,31,,,16,47,
,,,,,8,12,1200,0,43,,,18,54,
,,,,,9,14,1400,0,57,,,20,61,
,,,,,10,16,1600,0,73,,,23,68,
,,,,,11,20,2000,0,93,,,25,74,
,,,,,12,25,2500,0,118,,,27,81,
,,,,,13,30,3000,0,148,,,29,88,
,,,,,14,35,3500,0,183,,,32,95,
,,,,,15,40,4000,0,223,,,34,101,
,,,,,16,45,4500,0,268,,,36,108,
,,,,,17,50,5000,0,318,,,38,115,
,,,,,18,55,5500,0,373,,,41,122,
,,,,,19,60,6000,0,433,,,43,128,
,,,,,20,70,7000,0,503,,,45,135,
,,,,,21,80,8000,0,583,,,47,142,
,,,,,22,90,9000,0,673,,,50,149,
